kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count
2410.02,FALSE POSITIVE,86.593222940,,,,,,2
2411.01,CONFIRMED,11.964073990,5.7380000e-05,-5.7380000e-05,3.21,9.200e-01,-4.700e-01,1
2412.01,FALSE POSITIVE,2.493237866,9.3490000e-06,-9.3490000e-06,9.48,3.550e+00,-3.910e+00,1
2413.01,CONFIRMED,12.904675230,7.1370000e-05,-7.1370000e-05,1.49,4.000e-02,-8.000e-02,2
2484.01,CONFIRMED,68.886101700,5.5760000e-04,-5.5760000e-04,1.47,2.400e-01,-3.300e-01,1
2485.01,CONFIRMED,9.991152410,5.8570000e-05,-5.8570000e-05,1.68,5.000e-02,-1.200e-01,3
2486.01,CANDIDATE,4.267961416,8.8760000e-06,-8.8760000e-06,1.42,4.400e-01,-2.800e-01,1
2487.01,CONFIRMED,36.292017000,3.4430000e-04,-3.4430000e-04,3.10,4.800e-01,-6.600e-01,1
0031.01,FALSE POSITIVE,0.925589891,3.6530000e-06,-3.6530000e-06,50.60,1.485e+01,-5.300e+00,1
0250.02,CONFIRMED,17.251213970,1.8140000e-05,-1.8140000e-05,2.64,1.500e-01,-2.000e-01,4
2558.01,FALSE POSITIVE,1.867281146,8.2280000e-06,-8.2280000e-06,31.18,9.190e+00,-3.950e+00,1
2559.01,CONFIRMED,9.309918340,5.3870000e-05,-5.3870000e-05,1.21,2.000e-01,-1.400e-01,1
2560.01,CANDIDATE,18.120938800,1.7990000e-04,-1.7990000e-04,1.68,1.400e-01,-1.600e-01,1
2561.01,CONFIRMED,3.239417750,1.6030000e-05,-1.6030000e-05,0.77,2.100e-01,-7.000e-02,1
2637.01,CANDIDATE,3.988649990,4.2610000e-05,-4.2610000e-05,1.15,1.900e-01,-1.800e-01,1
2638.01,CONFIRMED,2.524017517,6.5470000e-06,-6.5470000e-06,1.50,3.100e-01,-1.700e-01,1
2639.01,CANDIDATE,25.112336200,3.8660000e-04,-3.8660000e-04,2.22,7.300e-01,-3.100e-01,2
2639.02,CANDIDATE,2.121023807,9.0450000e-06,-9.0450000e-06,5.75,2.960e+00,-7.100e-01,2
2640.01,CANDIDATE,33.180894530,,,,,,1
2641.01,CANDIDATE,3.555579220,2.3570000e-05,-2.3570000e-05,0.84,2.300e-01,-1.500e-01,1
2413.02,CONFIRMED,31.201220200,3.4890000e-04,-3.4890000e-04,1.47,4.000e-02,-8.000e-02,2
2414.01,CONFIRMED,22.596825600,2.2420000e-04,-2.2420000e-04,1.30,2.100e-01,-2.000e-01,2
2414.02,CONFIRMED,45.348638100,4.0070000e-04,-4.0070000e-04,1.61,2.600e-01,-2.600e-01,2
2415.01,CONFIRMED,5.254195890,1.9010000e-05,-1.9010000e-05,2.12,6.900e-01,-2.200e-01,1
2416.01,CONFIRMED,5.906089020,3.7340000e-05,-3.7340000e-05,1.77,5.500e-01,-1.900e-01,1
0247.01,CONFIRMED,13.815044490,2.5150000e-05,-2.5150000e-05,1.91,1.300e-01,-1.900e-01,1
2488.01,CONFIRMED,12.412851800,9.9370000e-05,-9.9370000e-05,1.50,2.400e-01,-2.700e-01,1
2489.01,CONFIRMED,3.924530090,1.6730000e-05,-1.6730000e-05,1.82,4.500e-01,-1.600e-01,1
2490.01,CONFIRMED,11.606530610,6.0840000e-05,-6.0840000e-05,1.88,7.000e-02,-1.100e-01,1
2491.01,CONFIRMED,2.668312740,1.0260000e-05,-1.0260000e-05,1.48,3.700e-01,-1.300e-01,1
2562.01,FALSE POSITIVE,2.932250900,3.9670000e-05,-3.9670000e-05,1.33,3.900e-01,-1.300e-01,1
2563.01,CONFIRMED,23.477255300,2.5250000e-04,-2.5250000e-04,1.34,4.200e-01,-1.800e-01,2
2564.01,CONFIRMED,66.557672800,8.9920000e-04,-8.9920000e-04,4.96,9.100e-01,-1.690e+00,2
2565.01,FALSE POSITIVE,2.019486070,1.6440000e-05,-1.6440000e-05,2.15,6.400e-01,-2.600e-01,1
2566.01,FALSE POSITIVE,3.044682290,4.3330000e-05,-4.3330000e-05,0.86,3.000e-01,-1.700e-01,1
2642.01,FALSE POSITIVE,15.050283130,7.5670000e-05,-7.5670000e-05,2.46,1.110e+00,-2.000e-01,1
0254.01,CONFIRMED,2.455240626,1.1100000e-07,-1.1100000e-07,10.60,4.300e-01,-7.100e-01,1
2643.01,CONFIRMED,9.082334110,4.3180000e-05,-4.3180000e-05,1.35,2.400e-01,-1.300e-01,1
2644.01,FALSE POSITIVE,0.790539912,1.2330000e-06,-1.2330000e-06,1.24,7.000e-02,-1.200e-01,1
2645.01,FALSE POSITIVE,1.705782214,7.5600000e-06,-7.5600000e-06,1.82,5.100e-01,-3.200e-01,1
2646.01,FALSE POSITIVE,0.532086296,6.7800000e-07,-6.7800000e-07,16.99,2.480e+00,-1.250e+00,1
2417.01,CONFIRMED,47.705256600,4.6970000e-04,-4.6970000e-04,2.89,1.200e-01,-1.400e-01,1
0244.02,CONFIRMED,6.238535444,2.3250000e-06,-2.3250000e-06,2.53,1.400e-01,-1.200e-01,2
2418.01,CONFIRMED,86.829519000,1.2900000e-03,-1.2900000e-03,1.68,1.200e-01,-2.100e-01,1
2419.01,CONFIRMED,9.956670350,5.8540000e-05,-5.8540000e-05,3.41,1.120e+00,-4.800e-01,1
2420.01,CONFIRMED,10.417287220,6.6950000e-05,-6.6950000e-05,1.64,2.400e-01,-2.600e-01,2
2492.01,CONFIRMED,0.984941669,3.0730000e-06,-3.0730000e-06,1.49,2.300e-01,-3.400e-01,1
2493.01,CONFIRMED,0.663085361,9.1100000e-07,-9.1100000e-07,1.60,2.400e-01,-1.200e-01,1
2494.01,CONFIRMED,19.118742500,1.7210000e-04,-1.7210000e-04,2.33,3.700e-01,-4.500e-01,1
2495.01,FALSE POSITIVE,1.087491010,1.7290000e-06,-1.7290000e-06,4.91,9.100e-01,-1.970e+00,1
2496.01,FALSE POSITIVE,1.183818383,4.9770000e-06,-4.9770000e-06,0.91,3.100e-01,-1.000e-01,1
2567.01,FALSE POSITIVE,4.988450990,4.7220000e-05,-4.7220000e-05,1.33,3.600e-01,-2.000e-01,1
0250.03,CONFIRMED,3.543919702,4.4940000e-06,-4.4940000e-06,1.21,6.000e-02,-1.000e-01,4
2569.01,CANDIDATE,8.281570720,7.3410000e-05,-7.3410000e-05,1.37,2.100e-01,-2.100e-01,1
2571.01,CANDIDATE,0.826284420,1.4410000e-06,-1.4410000e-06,0.96,7.000e-02,-5.000e-02,1
2572.01,CANDIDATE,6.377052950,3.2060000e-05,-3.2060000e-05,2.15,5.200e-01,-2.100e-01,1
2647.01,CONFIRMED,8.839294620,4.9290000e-05,-4.9290000e-05,1.94,3.500e-01,-2.100e-01,1
2648.01,FALSE POSITIVE,0.631795416,1.2930000e-06,-1.2930000e-06,1.88,3.400e-01,-3.300e-01,1
2649.01,CONFIRMED,7.561261520,4.2570000e-05,-4.2570000e-05,1.20,3.400e-01,-1.100e-01,1
2650.01,CONFIRMED,34.989784700,3.8030000e-04,-3.8030000e-04,1.14,7.000e-02,-1.000e-01,2
2650.02,CONFIRMED,7.054294830,4.1320000e-05,-4.1320000e-05,1.00,6.000e-02,-9.000e-02,2
2421.01,CANDIDATE,2.270501060,1.1550000e-05,-1.1550000e-05,0.55,3.000e-02,-3.000e-02,2
2422.01,CONFIRMED,26.783893500,1.5820000e-04,-1.5820000e-04,1.59,1.200e-01,-8.000e-02,2
2423.01,CONFIRMED,45.126216000,4.9950000e-04,-4.9950000e-04,2.32,7.600e-01,-2.500e-01,1
2424.01,CONFIRMED,11.940191010,7.0960000e-05,-7.0960000e-05,1.86,2.400e-01,-1.200e-01,1
2425.01,FALSE POSITIVE,3.512956740,2.5230000e-05,-2.5230000e-05,1.10,3.400e-01,-1.600e-01,1
2497.01,CONFIRMED,48.431300300,3.5480000e-04,-3.5480000e-04,2.78,1.000e-01,-1.900e-01,1
0248.01,CONFIRMED,7.203855862,5.9210000e-06,-5.9210000e-06,2.25,1.300e-01,-1.700e-01,4
2498.01,CONFIRMED,6.738087010,4.4730000e-05,-4.4730000e-05,0.73,4.000e-02,-4.000e-02,2
2499.01,FALSE POSITIVE,7.575714140,6.5900000e-05,-6.5900000e-05,2.45,8.200e-01,-2.800e-01,1
2501.01,FALSE POSITIVE,4.768876710,1.9340000e-05,-1.9340000e-05,2.11,3.900e-01,-6.700e-01,1
2573.01,FALSE POSITIVE,1.347512632,1.1140000e-06,-1.1140000e-06,23.45,2.460e+00,-2.470e+00,1
2574.01,FALSE POSITIVE,0.512581697,8.0800000e-07,-8.0800000e-07,1.32,2.800e-01,-1.100e-01,1
2576.01,FALSE POSITIVE,12.077608840,8.4980000e-05,-8.4980000e-05,1.03,1.700e-01,-1.400e-01,1
2577.01,CANDIDATE,18.555815650,8.2760000e-05,-8.2760000e-05,20.83,3.510e+00,-7.620e+00,1
2578.01,CANDIDATE,13.330948690,3.6990000e-05,-3.6990000e-05,25.95,7.540e+00,-3.470e+00,1
2651.01,FALSE POSITIVE,6.383157440,2.3530000e-05,-2.3530000e-05,2.35,3.700e-01,-2.000e-01,1
0255.01,CONFIRMED,27.521947720,3.0580000e-05,-3.0580000e-05,2.47,1.700e-01,-2.100e-01,3
2652.01,CONFIRMED,16.128967900,1.5520000e-04,-1.5520000e-04,2.94,6.100e-01,-5.000e-01,1
2654.01,CONFIRMED,13.563115700,1.4340000e-04,-1.4340000e-04,1.75,5.100e-01,-1.700e-01,1
2655.01,CONFIRMED,16.295991600,7.7030000e-05,-7.7030000e-05,1.83,2.100e-01,-1.700e-01,1
2426.01,CONFIRMED,4.160566580,2.5770000e-05,-2.5770000e-05,0.70,1.400e-01,-6.000e-02,1
2427.01,FALSE POSITIVE,2.931017710,2.3020000e-05,-2.3020000e-05,1.15,1.700e-01,-1.500e-01,1
0245.01,CONFIRMED,39.792200770,3.0070000e-05,-3.0070000e-05,1.90,8.000e-02,-7.000e-02,4
2428.01,FALSE POSITIVE,16.227675600,1.3440000e-04,-1.3440000e-04,2.11,4.500e-01,-3.000e-01,1
2429.01,FALSE POSITIVE,1.595630597,5.0880000e-06,-5.0880000e-06,17.94,3.660e+00,-1.230e+00,1
2503.01,CONFIRMED,14.820059600,1.1190000e-04,-1.1190000e-04,0.96,6.000e-02,-4.000e-02,1
2504.01,CONFIRMED,20.490410000,1.7510000e-04,-1.7510000e-04,2.34,6.700e-01,-2.200e-01,1
2505.01,FALSE POSITIVE,0.962827066,4.8910000e-06,-4.8910000e-06,29.27,3.960e+00,-1.109e+01,2
2506.01,CONFIRMED,8.679037000,3.9760000e-05,-3.9760000e-05,1.79,5.900e-01,-2.500e-01,1
2507.01,CONFIRMED,11.129697100,9.1030000e-05,-9.1030000e-05,1.93,6.200e-01,-2.000e-01,1
2579.01,CONFIRMED,2.729603600,1.3120000e-05,-1.3120000e-05,1.53,2.600e-01,-2.200e-01,3
2580.01,CONFIRMED,3.116041940,1.1880000e-05,-1.1880000e-05,1.59,4.300e-01,-1.100e-01,1
0250.04,CONFIRMED,46.827677250,9.7940000e-05,-9.7940000e-05,2.13,1.200e-01,-1.600e-01,4
2581.01,CONFIRMED,12.737237100,1.2980000e-04,-1.2980000e-04,0.87,9.000e-02,-5.000e-02,1
2582.01,CONFIRMED,40.030626700,3.4010000e-04,-3.4010000e-04,2.01,3.500e-01,-3.800e-01,1
2668.01,CONFIRMED,0.679336747,8.2300000e-07,-8.2300000e-07,1.40,1.600e-01,-8.000e-02,1
2669.01,FALSE POSITIVE,213.610320700,1.7300000e-04,-1.7300000e-04,46.07,1.139e+01,-4.090e+00,1
2670.01,FALSE POSITIVE,170.865849200,1.2500000e-04,-1.2500000e-04,24.40,3.850e+00,-4.300e+00,1
2671.01,CANDIDATE,21.476427270,2.4440000e-05,-2.4440000e-05,59.50,0.000e+00,0.000e+00,2
2671.02,FALSE POSITIVE,17.550974200,3.3910000e-04,-3.3910000e-04,5.97,0.000e+00,0.000e+00,2
2672.01,CONFIRMED,88.512201400,2.7360000e-04,-2.7360000e-04,4.70,6.100e-01,-3.700e-01,2
2430.01,FALSE POSITIVE,10.215075060,8.2380000e-05,-8.2380000e-05,1.50,1.700e-01,-1.400e-01,1
2431.01,FALSE POSITIVE,8.380697300,1.7420000e-04,-1.7420000e-04,1.91,3.400e-01,-1.500e-01,1
2432.01,CONFIRMED,31.057294700,2.3030000e-04,-2.3030000e-04,1.85,3.400e-01,-1.400e-01,2
2433.01,CONFIRMED,15.162228700,1.2400000e-04,-1.2400000e-04,3.12,1.090e+00,-3.600e-01,7
2433.02,CONFIRMED,10.043783510,6.5510000e-05,-6.5510000e-05,2.94,1.030e+00,-3.400e-01,7
2508.01,CANDIDATE,7.103979250,2.4240000e-05,-2.4240000e-05,1.51,3.100e-01,-1.400e-01,1
2509.01,CONFIRMED,4.551398800,2.0010000e-05,-2.0010000e-05,1.13,4.000e-02,-9.000e-02,1
0248.02,CONFIRMED,10.912740650,1.4650000e-05,-1.4650000e-05,2.13,1.200e-01,-1.600e-01,4
2510.01,FALSE POSITIVE,12.214154500,1.8690000e-04,-1.8690000e-04,18.13,3.480e+00,-1.490e+00,1
2511.01,FALSE POSITIVE,3.732261000,2.1250000e-05,-2.1250000e-05,1.09,2.900e-01,-1.300e-01,1
2583.01,CANDIDATE,3.032671350,1.3740000e-05,-1.3740000e-05,0.60,8.000e-02,-4.000e-02,2
2585.01,CONFIRMED,5.341824660,4.1120000e-05,-4.1120000e-05,0.95,1.400e-01,-1.700e-01,3
2586.01,CONFIRMED,2.131945045,6.4490000e-06,-6.4490000e-06,1.66,5.000e-01,-1.700e-01,2
2587.01,CONFIRMED,12.946256700,2.9300000e-04,-2.9300000e-04,1.13,2.900e-01,-1.000e-01,1
2588.01,CONFIRMED,5.779571330,2.3780000e-05,-2.3780000e-05,1.50,8.000e-02,-8.000e-02,1
2656.01,CANDIDATE,6.773678920,6.3320000e-05,-6.3320000e-05,1.33,4.100e-01,-1.700e-01,1
2657.01,CANDIDATE,5.224024360,3.1720000e-05,-3.1720000e-05,0.58,5.000e-02,-5.000e-02,1
2658.01,CONFIRMED,11.660166700,1.0240000e-04,-1.0240000e-04,2.08,3.300e-01,-1.900e-01,1
2659.01,FALSE POSITIVE,89.465468000,1.5390000e-03,-1.5390000e-03,2.57,3.900e-01,-7.200e-01,1
2660.01,CONFIRMED,18.016122700,1.0880000e-04,-1.0880000e-04,2.39,7.600e-01,-3.300e-01,1
2434.01,FALSE POSITIVE,40.877760500,4.8140000e-04,-4.8140000e-04,29.55,9.270e+00,-3.090e+00,1
2435.01,FALSE POSITIVE,6.802434310,6.3770000e-05,-6.3770000e-05,2.60,7.200e-01,-2.200e-01,1
2436.01,CONFIRMED,84.573334600,6.5410000e-04,-6.5410000e-04,2.59,5.800e-01,-2.200e-01,1
0245.02,CONFIRMED,21.301818630,7.7990000e-05,-7.7990000e-05,0.72,3.000e-02,-3.000e-02,4
2437.01,CONFIRMED,4.147890510,3.4080000e-05,-3.4080000e-05,1.93,3.700e-01,-3.000e-01,1
2512.01,CANDIDATE,15.921081380,5.0370000e-05,-5.0370000e-05,3.14,7.700e-01,-3.000e-01,1
2513.01,CANDIDATE,19.005409800,6.0400000e-05,-6.0400000e-05,28.47,9.160e+00,-3.650e+00,1
2514.01,FALSE POSITIVE,1.964331130,1.6110000e-05,-1.6110000e-05,1.33,4.600e-01,-1.500e-01,1
2516.01,CANDIDATE,2.810432280,2.1150000e-05,-2.1150000e-05,1.43,2.400e-01,-3.900e-01,1
2517.01,CONFIRMED,0.968527683,2.9580000e-06,-2.9580000e-06,1.21,1.600e-01,-5.000e-02,1
2589.01,CONFIRMED,0.664074145,1.5280000e-06,-1.5280000e-06,1.19,1.600e-01,-9.000e-02,1
2590.01,FALSE POSITIVE,11.748990700,1.4000000e-04,-1.4000000e-04,1.01,5.300e-01,-2.900e-01,2
2592.01,CANDIDATE,175.603366000,3.2320000e-03,-3.2320000e-03,2.87,9.500e-01,-3.200e-01,1
0004.01,CONFIRMED,3.849371737,2.3440000e-06,-2.3440000e-06,12.94,1.800e+00,-4.200e+00,1
0033.01,FALSE POSITIVE,0.366197145,1.0250000e-06,-1.0250000e-06,51.34,2.150e+00,-1.150e+01,1
0251.01,CONFIRMED,4.164384505,2.1550000e-06,-2.1550000e-06,2.54,1.900e-01,-2.100e-01,2
2662.01,CONFIRMED,2.104335340,4.4670000e-06,-4.4670000e-06,0.79,1.100e-01,-8.000e-02,1
2664.01,CONFIRMED,28.843175100,2.7050000e-04,-2.7050000e-04,2.66,3.000e-01,-3.000e-01,1
0256.01,FALSE POSITIVE,1.378649746,4.0000000e-07,-4.0000000e-07,6.51,5.200e-01,-7.700e-01,1
2665.01,FALSE POSITIVE,1.112207126,5.8300000e-06,-5.8300000e-06,0.73,2.300e-01,-7.000e-02,1
2666.01,CANDIDATE,64.034363000,1.0400000e-03,-1.0400000e-03,3.47,8.000e-01,-3.200e-01,1
2667.01,FALSE POSITIVE,1.303576682,2.4900000e-06,-2.4900000e-06,1.51,4.500e-01,-1.600e-01,1
2438.01,FALSE POSITIVE,1.958577398,8.6780000e-06,-8.6780000e-06,1.80,3.700e-01,-1.400e-01,1
2439.01,CONFIRMED,5.191036990,2.8460000e-05,-2.8460000e-05,1.92,6.400e-01,-2.100e-01,2
2440.01,CONFIRMED,4.866385040,2.4210000e-05,-2.4210000e-05,1.32,2.000e-01,-1.800e-01,1
2441.01,FALSE POSITIVE,4.791769930,3.2980000e-05,-3.2980000e-05,0.81,4.000e-02,-6.000e-02,1
2442.01,CONFIRMED,25.193398900,1.6890000e-04,-1.6890000e-04,1.95,9.000e-02,-1.500e-01,2
2518.01,FALSE POSITIVE,0.759762021,1.6680000e-06,-1.6680000e-06,24.20,7.050e+00,-3.020e+00,1
2519.01,CANDIDATE,4.790912471,7.9600000e-06,-7.9600000e-06,2.25,7.000e-02,-1.200e-01,1
2520.01,CONFIRMED,6.494414640,3.1260000e-05,-3.1260000e-05,1.75,1.200e-01,-1.700e-01,1
0248.03,CONFIRMED,2.576571021,1.9510000e-06,-1.9510000e-06,1.57,9.000e-02,-1.200e-01,4
2521.01,CONFIRMED,28.475000600,1.9440000e-04,-1.9440000e-04,2.64,1.000e-01,-1.900e-01,2
2593.01,CONFIRMED,14.796630600,1.2580000e-04,-1.2580000e-04,0.98,1.600e-01,-1.000e-01,2
2594.01,CONFIRMED,11.254018710,6.5130000e-05,-6.5130000e-05,2.42,7.500e-01,-4.000e-01,1
2595.01,CONFIRMED,9.182442990,6.7030000e-05,-6.7030000e-05,1.24,2.300e-01,-1.900e-01,2
2595.02,CONFIRMED,14.613478100,1.5560000e-04,-1.5560000e-04,1.12,2.100e-01,-1.700e-01,2
2596.01,FALSE POSITIVE,119.682075000,2.8210000e-03,-2.8210000e-03,30.39,8.570e+00,-2.870e+00,1
2672.02,CONFIRMED,42.992328400,1.7410000e-04,-1.7410000e-04,3.32,4.200e-01,-2.700e-01,2
0257.01,CONFIRMED,6.883412780,1.3360000e-05,-1.3360000e-05,2.63,7.000e-02,-9.000e-02,1
2673.01,FALSE POSITIVE,4.593595496,7.2220000e-06,-7.2220000e-06,44.14,1.288e+01,-4.290e+00,1
2674.01,CONFIRMED,197.511148400,3.6370000e-04,-3.6370000e-04,9.52,1.560e+00,-2.150e+00,3
2674.02,CONFIRMED,11.172672300,1.1140000e-04,-1.1140000e-04,1.50,2.400e-01,-3.400e-01,3
2674.03,CONFIRMED,2.535732840,1.1090000e-05,-1.1090000e-05,1.36,2.300e-01,-3.000e-01,3
2443.01,CONFIRMED,6.791646560,4.3130000e-05,-4.3130000e-05,1.01,1.500e-01,-1.400e-01,2
2443.02,CONFIRMED,11.837693300,1.0510000e-04,-1.0510000e-04,1.00,1.500e-01,-1.500e-01,2
2444.01,CONFIRMED,18.552516200,1.3720000e-04,-1.3720000e-04,2.53,6.500e-01,-2.100e-01,1
2445.01,CANDIDATE,47.365932800,8.3960000e-04,-8.3960000e-04,11.97,3.300e+00,-1.420e+00,1
0245.03,CONFIRMED,13.366930900,3.5990000e-04,-3.5990000e-04,0.27,1.000e-02,-1.000e-02,4
2447.01,FALSE POSITIVE,1.045492348,6.5760000e-06,-6.5760000e-06,0.83,1.800e-01,-2.200e-01,1
2521.02,CONFIRMED,4.866340940,2.5000000e-05,-2.5000000e-05,1.94,7.000e-02,-1.400e-01,2
2522.01,CONFIRMED,5.604023070,1.1640000e-05,-1.1640000e-05,1.25,7.000e-02,-6.000e-02,1
2523.01,CONFIRMED,13.031358300,1.0420000e-04,-1.0420000e-04,2.88,4.300e-01,-4.000e-01,2
2524.01,CONFIRMED,40.990500200,4.4010000e-04,-4.4010000e-04,2.41,4.200e-01,-4.600e-01,1
2525.01,CONFIRMED,57.293230900,5.3150000e-04,-5.3150000e-04,1.95,1.400e-01,-1.800e-01,1
2597.01,CONFIRMED,8.005047490,5.0830000e-05,-5.0830000e-05,1.52,5.100e-01,-1.700e-01,3
2597.02,CONFIRMED,12.130704140,9.6220000e-05,-9.6220000e-05,1.61,5.400e-01,-1.800e-01,3
2597.03,CONFIRMED,5.613576530,3.8420000e-05,-3.8420000e-05,1.41,4.800e-01,-1.600e-01,3
2598.01,CANDIDATE,29.225437200,2.3030000e-04,-2.3030000e-04,1.35,4.400e-01,-1.500e-01,1
2600.01,FALSE POSITIVE,1.332550870,1.6710000e-05,-1.6710000e-05,1.19,3.400e-01,-2.000e-01,1
2375.01,FALSE POSITIVE,40.879224300,3.9470000e-04,-3.9470000e-04,1.62,2.500e-01,-1.400e-01,1
2376.01,CONFIRMED,18.826287700,1.1140000e-04,-1.1140000e-04,2.34,3.300e-01,-3.000e-01,1
2377.01,CANDIDATE,13.903405700,1.0070000e-04,-1.0070000e-04,1.55,3.100e-01,-1.600e-01,1
0241.03,CONFIRMED,3.410459810,1.3610000e-05,-1.3610000e-05,1.06,7.000e-02,-4.000e-02,3
2378.01,CONFIRMED,4.767027590,2.4600000e-05,-2.4600000e-05,1.19,3.100e-01,-1.700e-01,1
2448.01,CONFIRMED,13.628010480,6.2290000e-05,-6.2290000e-05,3.28,4.200e-01,-4.200e-01,1
2449.01,CANDIDATE,53.358044400,5.7130000e-04,-5.7130000e-04,3.41,4.500e-01,-4.100e-01,2
2450.01,CONFIRMED,16.832031750,8.5320000e-05,-8.5320000e-05,1.86,2.500e-01,-1.800e-01,2
2451.01,FALSE POSITIVE,13.374995530,4.8190000e-05,-4.8190000e-05,2.01,2.000e-01,-2.400e-01,1
2452.01,FALSE POSITIVE,4.353701360,2.8700000e-05,-2.8700000e-05,1.33,3.500e-01,-2.400e-01,1
2526.01,FALSE POSITIVE,134.966940000,1.4840000e-02,-1.4840000e-02,0.87,4.300e-01,-9.000e-02,1
2527.01,CONFIRMED,1.385787741,4.3970000e-06,-4.3970000e-06,0.55,3.000e-02,-3.000e-02,1
2528.01,CONFIRMED,12.022953620,2.7880000e-05,-2.7880000e-05,3.28,9.500e-01,-3.200e-01,1
2529.01,CONFIRMED,16.797162620,9.5490000e-05,-9.5490000e-05,2.75,1.300e-01,-1.200e-01,2
0248.04,CONFIRMED,18.596115180,4.8710000e-05,-4.8710000e-05,1.53,8.000e-02,-1.200e-01,4
0251.02,CONFIRMED,5.774403260,3.0590000e-05,-3.0590000e-05,0.80,6.000e-02,-6.000e-02,2
2601.01,FALSE POSITIVE,2.622134451,9.9190000e-06,-9.9190000e-06,1.64,2.700e-01,-3.100e-01,1
2602.01,CONFIRMED,11.476852630,6.6840000e-05,-6.6840000e-05,1.58,2.100e-01,-1.800e-01,1
2603.01,CANDIDATE,73.711039000,1.0270000e-03,-1.0270000e-03,1.77,3.500e-01,-2.800e-01,1
2604.01,CANDIDATE,14.433483260,8.2150000e-05,-8.2150000e-05,16.25,1.760e+00,-1.180e+00,1
2379.01,FALSE POSITIVE,40.008889400,2.4240000e-04,-2.4240000e-04,20.75,6.050e+00,-3.020e+00,1
2380.01,CANDIDATE,6.357053140,1.7520000e-05,-1.7520000e-05,1.59,4.900e-01,-1.700e-01,1
2381.01,FALSE POSITIVE,6.587388390,7.8270000e-05,-7.8270000e-05,1.35,3.400e-01,-1.100e-01,1
2382.01,FALSE POSITIVE,0.759706632,1.7310000e-06,-1.7310000e-06,1.38,3.700e-01,-3.000e-01,1
2383.01,CONFIRMED,4.370332330,2.0220000e-05,-2.0220000e-05,1.56,2.400e-01,-2.400e-01,1
2453.01,CANDIDATE,1.530515205,1.6770000e-06,-1.6770000e-06,0.84,1.700e-01,-1.500e-01,1
2454.01,FALSE POSITIVE,1.080702940,1.0820000e-05,-1.0820000e-05,1.04,2.300e-01,-1.100e-01,1
2455.01,FALSE POSITIVE,4.742545180,1.7090000e-05,-1.7090000e-05,1.77,5.000e-01,-2.000e-01,1
2456.01,FALSE POSITIVE,18.135599790,7.7600000e-05,-7.7600000e-05,24.49,7.830e+00,-2.620e+00,1
0245.04,CONFIRMED,51.206903030,,,,,,4
2457.01,CONFIRMED,3.704290150,2.5610000e-05,-2.5610000e-05,1.45,3.100e-01,-4.500e-01,1
2530.01,CONFIRMED,37.333116500,3.5140000e-04,-3.5140000e-04,2.50,3.800e-01,-5.700e-01,1
2531.01,CANDIDATE,17.699739200,1.0800000e-04,-1.0800000e-04,1.96,1.700e-01,-1.600e-01,1
2532.01,CONFIRMED,7.970971900,2.1830000e-05,-2.1830000e-05,2.27,3.400e-01,-1.600e-01,1
2533.01,CONFIRMED,6.033555390,6.4950000e-05,-6.4950000e-05,3.34,7.100e-01,-5.700e-01,3
2534.01,CONFIRMED,3.025584940,1.2020000e-05,-1.2020000e-05,1.62,2.900e-01,-2.500e-01,2
2605.01,FALSE POSITIVE,0.933746783,3.2750000e-06,-3.2750000e-06,1.30,1.000e-01,-1.100e-01,1
2606.01,FALSE POSITIVE,6.097403160,6.1320000e-05,-6.1320000e-05,45.49,3.021e+01,-5.400e+00,1
2607.01,CANDIDATE,0.754457729,7.8100000e-07,-7.8100000e-07,2.07,3.200e-01,-4.000e-01,1
2608.01,CONFIRMED,2.761223700,2.0520000e-05,-2.0520000e-05,1.84,4.600e-01,-8.400e-01,1
2609.01,FALSE POSITIVE,5.597276250,2.1900000e-05,-2.1900000e-05,1.26,3.600e-01,-1.200e-01,1
2384.01,CANDIDATE,62.682576900,2.8390000e-04,-2.8390000e-04,39.80,5.100e+00,-1.429e+01,1
2385.01,FALSE POSITIVE,50.571580500,2.8080000e-04,-2.8080000e-04,2.74,4.300e-01,-2.300e-01,1
2386.01,CANDIDATE,16.270720700,2.2290000e-04,-2.2290000e-04,28.42,4.680e+00,-3.110e+00,1
2387.01,CONFIRMED,2.032319072,5.3270000e-06,-5.3270000e-06,1.87,6.100e-01,-2.000e-01,1
0028.01,FALSE POSITIVE,4.100870416,3.6100000e-07,-3.6100000e-07,82.46,2.179e+01,-2.419e+01,1
2458.01,CONFIRMED,4.354073710,2.0440000e-05,-2.0440000e-05,1.63,3.900e-01,-2.500e-01,2
2460.01,CONFIRMED,11.322697490,9.5400000e-05,-9.5400000e-05,1.51,1.200e-01,-1.300e-01,1
2461.01,CONFIRMED,13.712185220,6.0130000e-05,-6.0130000e-05,2.47,6.000e-01,-2.400e-01,1
2462.01,CONFIRMED,12.146846250,8.2000000e-05,-8.2000000e-05,1.75,2.500e-01,-4.500e-01,1
2463.01,CONFIRMED,7.467189580,5.6550000e-05,-5.6550000e-05,1.04,1.700e-01,-6.000e-02,1
2534.02,CANDIDATE,5.422042570,6.8470000e-05,-6.8470000e-05,1.39,2.600e-01,-2.100e-01,2
2535.01,CONFIRMED,48.888266800,6.6490000e-04,-6.6490000e-04,2.96,1.000e-01,-1.700e-01,1
