KOI,P_ttv [cycles],amplitude_ttv [min],delta_BIC,P_lin,P_ttv [days],nplanets
284.03,2.668871104983682,15.456882994125484,68.52356220134754,6.178134211284212,16.488643879207583,1
285.02,20.39951671365284,60.14078581737902,610.7585436957525,26.721961767992347,545.115105707752,1
285.03,2.5517241379310347,53.19785317463483,111.9735424025794,49.3555371744719,125.94171554865244,1
291.02,34.71457204364932,17.568702250832835,42.41028363314615,8.129981101532353,282.2288146626523,1
292.01,3.826836605719551,4.1624284980389215,18.81876029037096,2.586640954316992,9.89865228983362,0
294.01,7.800873362445413,14.715415191315213,43.77521909670629,34.43580220720399,268.6293321526166,0
295.01,2.1454772490475698,5.492733166599748,39.38254816496908,5.317435697832334,11.40843731297266,1
295.02,19.845880636773007,29.569424133992754,107.81056098217016,10.105621581249787,200.55495966188064,1
297.01,2.4844001726879297,9.496075195353551,30.19163989348715,5.651804507757843,14.041344095072004,0
298.01,13.462335082990492,8.507114462460619,14.418056213728647,19.963711355735214,268.75817177100987,1
299.01,3.951430148637321,3.569201091770646,34.83661445425014,1.5416750855756316,6.091821412546572,0
301.01,7.808933254132681,9.168464765808396,61.2697894562217,6.002571952553824,46.87368373062169,1
301.02,25.242697439596103,66.88528591799813,281.9125813471113,11.448682831842984,288.9956368061107,1
303.01,8.828282828282829,4.533210763351431,15.664188379127856,60.92826792861916,537.8919815112439,0
304.01,4.451223790827834,2.075936820715019,15.71796520393582,8.51203317660304,37.88896458401128,1
305.01,8.623310380005101,2.7982483306744945,10.509456884640484,4.603577264563052,39.69807561066206,0
307.01,12.936708860759497,8.992508854873293,12.49855665749746,19.674194633717768,254.51932804632355,1
307.02,2.510286398765143,20.770802075708996,101.18599579645854,5.2110846525828585,13.08131492619253,1
308.01,17.38532110091743,34.83584587097268,1359.6892502470237,35.59703770028082,618.8659306608455,0
312.01,3.466351993891646,22.526278161115044,308.3776324693399,11.578920725075948,40.13661494248032,1
312.02,10.10495283018868,11.887887037684376,46.367152578812494,16.399273465352977,165.71388481675666,1
313.01,3.337125766061637,4.834142532045369,19.477956222322533,18.735741908578145,62.52352706939696,1
313.02,2.656590648135248,5.263104547919075,19.96051454432973,8.436404844299634,22.41207421324931,1
314.01,84.4312114989733,4.102156199587704,55.85098156955908,13.78106536907024,1163.552044857146,1
314.02,47.827885256837895,20.833816632056703,600.6291588192521,23.089069182930228,1104.3013515683788,1
315.01,56.67289719626169,134.5501160340388,20008.732275571296,35.581246674314585,2016.4923348882585,0
316.01,2.778523489932886,7.34428510419045,48.91998197145756,15.771182464373108,43.82060094127831,1
316.02,6.033898305084745,30.81957806408764,98.41438844891609,157.065314269904,947.7161335607766,1
316.03,13.486880466472304,5.796606723412954,16.894476352146285,7.305700832444034,98.53111385097988,1
317.01,3.8588152244249674,6.912468503755682,13.871618098475423,22.208009576583155,85.69660545829453,1
318.01,22.71992300288739,11.951064284000037,458.2778122130245,38.584424260249335,876.6351483036052,0
319.01,6.646224607129169,12.89962984004527,562.457160071298,46.151189969236846,306.7311744218348,0
321.01,11.796792819115211,6.972106217607074,86.77470137171849,2.4262966498034646,28.62251889544481,1
326.01,2.8201160541586074,7.454504723248885,21.58184207517769,8.973488120687403,25.306277910952097,0
326.02,26.0,299.4618424326637,15.298045493512545,108.57928272753566,2823.061350915927,0
327.01,2.0172707965282566,9.000571851547505,63.08051548455887,3.254272905236964,6.564749695667694,1
327.02,4.3952802359882,38.94187957220512,24.841167503328958,91.35008768879288,401.5092349743404,1
330.01,3.04235380610205,22.784070865624283,104.53054539592222,7.974233667715439,24.260440149721177,1
331.01,4.284804141157732,11.175162815150134,10.899848589854445,18.6840309520739,80.05741319696548,1
333.01,14.606366124153825,6.972977076633855,15.674770573312683,13.285350975061368,194.05070042963035,0
338.01,5.531979354698257,6.189109645577412,10.787594388945593,7.010635494753979,38.782690820293816,1
339.01,16.066097251798954,6.863175086574864,71.18412018128492,1.9803633822812756,31.81671069363248,1
339.02,20.999671664660173,14.178756658606058,25.3336127482973,12.834480843322272,269.5198836961385,1
341.01,2.172126196362981,26.313089839269256,1165.2715875387112,7.170690023286957,15.575643645580277,1
341.02,4.829614015465193,48.26514462598897,1335.42158742965,4.699668268358081,22.69758373689922,1
343.01,7.434289039632427,4.718409236886602,48.500234908560856,4.761699096122984,35.39984740033473,1
343.02,4.4152823780601445,7.843759607700319,123.15715460933006,2.024140732189476,8.93715290554995,1
343.03,2.655001305823975,60.57867380340177,69.06466353363368,41.80997103761728,111.00552770133643,1
344.01,10.45758354755784,5.727860322270131,25.924191185319927,39.30941111816183,411.0814509734764,0
345.01,31.17241379310345,11.47655880388728,226.04078057600785,29.884777252603364,931.5806426328772,0
346.01,5.494614747307373,3.464329833965233,11.577215942435345,12.924910573852342,71.01740424671807,0
350.01,224.0,81.42369372664068,446.7816337044243,12.990152212702505,2909.7940956453613,0
351.02,3.475177304964539,170.1168435360744,3887.106661935542,210.6220917432232,731.9491131502083,1
352.01,2.057233004365851,19.648795235018746,36.81489663221237,27.082470794341862,55.71495275789432,1
353.01,18.0,6.428788461064475,36.60088347168726,152.10635032280106,2737.914305810419,1
353.02,5.2911911783562005,23.095390264360137,45.276953650159385,30.653451772294886,162.19327360373393,1
354.02,9.140021027048432,46.00674253056094,241.95446734732104,7.3787373759297505,67.44181476906608,1
355.01,3.752331014652092,4.335673859066237,21.38951853595825,4.903319519859672,18.39887790911845,0
356.01,27.03159052143391,1.2155945702569106,22.80058344165218,1.82708203085561,49.38893330715872,0
361.01,2.0157010922094174,12.31740392918518,107.08803032600645,3.247546262279586,6.546082547877572,0
365.01,2.3384011770475723,11.50797355161009,128.48088985214451,81.73806484328462,191.1363870391276,1
366.01,3.261554088369731,0.9265673267486578,13.565009860417398,75.11221093372005,244.98253865736424,0
369.01,2.4608484660469547,9.976237182411516,37.62133804169287,5.885288538713751,14.482803272737458,1
370.01,66.0,74.66909022627524,79.46617348492968,42.87838283753769,2829.973267277488,1
370.02,3.9053833605220234,24.026598126575987,65.66191849396179,22.950347122809863,89.62990377162612,1
372.01,6.620060790273556,17.41610721862947,6492.421563492629,125.62968852314684,831.6761750863641,0
374.01,14.0,126.50262901081844,173.9509299778454,172.6751098819771,2417.45153834768,0
377.01,68.7624750499002,518.5197813150254,9479514.553476024,19.24527579245608,1323.3527965072096,1
377.02,35.18675496688741,1187.056231164175,25274601.61424113,38.957319270435136,1370.7816473356022,1
384.01,2.816155538224165,18.143939716998943,113.5308905346326,5.080033360008722,14.306164081152078,0
385.01,3.023132742653249,14.3548258942598,47.301376047841416,13.144972148999168,39.73899570490443,0
386.01,2.1903267617163515,8.221870540368748,12.4643708692673,31.1587833394414,68.24791701090008,1
388.01,2.91977346324484,8.777013138038045,20.353291765899257,6.14958893211053,17.955406573840495,0
392.01,13.072000000000005,34.877661931679434,33.09193943499028,33.415347825858305,436.80542677961984,1
398.01,4.0677681321758605,2.312229027338801,59.48737925683119,51.8468586066584,210.90099919359275,1
398.02,11.640350162202695,3.473661722202268,35.25182160238785,4.180052030495292,48.65726933119159,1
398.03,28.188932333970243,31.459024540209025,1023.0075848591068,1.7293543174566843,48.74865183624577,1
401.03,8.75943000838223,41.1974766099496,18.066107717961454,55.33019534429528,484.6609734684709,1
408.01,5.653093232645948,3.126525716808137,11.20931040730744,7.381992976199686,41.731094537194366,1
408.02,228.0,73.00412730398162,106.86337959008564,12.562059042009867,2864.1494615782503,1
408.03,3.962435233160621,22.54284348607849,41.84549949620191,30.82614860953021,122.14661735304782,1
409.01,28.22693472872487,6.852150623214711,20.144348897081755,13.24936045746142,373.9888328301118,0
410.01,404.0,9.58604609392866,454.8086686839432,7.216894465938045,2915.62536423897,0
413.02,5.355196770938447,15.558444833146991,20.398688718627227,24.674682611098287,132.1377806428846,1
417.01,10.526035565967414,1.1633862553201324,32.614139291546934,19.19309977996037,202.0272509050242,0
427.01,9.182552504038773,7.161321813909403,34.81741538649334,24.61478866239209,226.0265892682337,1
427.02,2.067036765476066,11.531266459289252,11.5197215282342,42.94954526280382,88.77828911869389,1
430.01,2.0540443239694626,3.769883317150231,17.494307185632636,12.376455007704172,25.421787159438185,1
431.01,16.586632879315808,5.851411775300032,11.715038082540218,18.87029121195196,312.9945926584265,1
431.02,2.94146581406788,11.815956659878111,15.527048710701637,46.90303346304788,137.96366950763715,1
432.01,5.928485053376156,2.151938510013484,13.12021693665281,5.263417794047615,31.204093721685386,0
433.01,2.0132857333583707,1.8233293963559096,20.017659856495012,4.030467297726281,8.114482309279786,1
435.01,24.069919123402038,7.142827967045494,31.859466108254026,20.549785798001224,494.6316821611252,1
435.05,44.0,142.8665386440453,72.24979139183158,62.31341247988813,2741.790149115078,1
440.01,10.06247559547052,6.186232964816961,15.570371210438736,15.906883478964035,160.06262680706882,1
442.01,3.1660615675626205,14.665211091771845,60.73534784502863,13.540674557590558,42.87060931566045,1
446.01,5.163295221342715,8.249306762141034,15.95682327337073,16.709270891305696,86.27489854519962,1
446.02,2.9696969696969693,12.732409021344257,11.342833966156832,28.551383285599524,84.78895642390161,1
448.02,66.0,574.2271180459743,20603.22671663381,43.60309230197117,2877.804091930097,1
452.01,9.617208739445092,9.022705766548874,51.35134770873981,3.705982019407593,35.64120266527308,0
454.01,8.741337630942787,15.155424252579774,26.95378624874587,29.00815105183697,253.5700423934951,0
456.01,62.96324951644099,20.63401076663091,402.7605704414809,13.699445767753248,862.5616221119992,1
456.02,6.163581048491818,14.039393078222584,25.279816256693607,4.309399427439738,26.56133264134906,1
457.02,40.25323711551256,9.28810701537637,127.32989931454966,7.064253785338853,284.35908266540207,1
459.01,3.29882152118964,4.899554638399922,13.2824563245739,19.446406123351007,64.15022302950429,1
463.01,16.747983870967744,4.399873768147696,46.96486669385071,18.477627915505888,309.46301430263594,0
464.01,8.216216216216216,4.218083282771195,74.63912478278232,58.36208906133705,479.5155425580125,1
464.02,10.449953942951709,4.155786636463287,19.915183485411266,5.350164102754969,55.90896846102298,1
469.01,3.091014401179475,1.783502948319781,17.03540031740323,10.329071164585336,31.927307720540924,0
471.01,2.679091833276855,8.261524016265378,15.177624736615655,21.347371080769104,57.19156752441902,1
473.01,66.41471103327495,29.613104989281315,418.12506677495776,12.706219129771831,843.8798718292667,0
474.01,3.85206747457524,8.153638592136382,27.37666884961345,10.945754326003978,42.16378422389116,1
474.02,4.676162376640553,14.451882298007895,26.85559748255716,28.986834540325088,135.54714509537305,1
474.03,28.0,559.3922311261808,1456.2025562721733,94.95585949394246,2658.764065830389,1
475.01,3.28816292193908,7.466854590145605,15.684720707034783,8.18086086905354,26.900003379164165,1
475.02,60.5264773599386,12.984911685993028,57.25910282214045,15.31291574495761,926.836848151824,1
476.01,2.06141241299304,9.42569649287674,14.093806400547606,18.427936433403943,37.98757690966557,0
477.01,4.596226415094339,13.289459371101506,46.76629200036288,16.543020805395322,76.03546921121321,0
478.01,12.892674260633294,2.2559295921760567,16.826684710685356,11.023480750069922,142.1221465290131,0
479.01,2.6875052658185186,10.479436283510044,57.9898352368449,34.189026911779706,91.883189858619,0
481.02,9.111083712344298,5.767508314257333,53.52402875528014,1.5540047722751358,14.1586675695813,1
481.03,32.869565217391305,13.351558130191613,36.16014162505735,34.25925372750327,1126.086774695325,1
483.01,13.584051792533666,4.731705212803378,17.27297560345596,4.798599739513422,65.18442739318888,0
484.01,20.453035038657674,5.739547201635636,15.351945602480384,17.20526161379915,351.8998186363059,0
486.01,2.4964525588875226,7.406953664704719,15.547114611843057,22.18328451413361,55.37951738983882,0
487.01,2.0763221247184904,8.709342622319065,41.1229871229487,7.658788275418141,15.902111544785258,0
488.01,3.148469965999244,20.91859407831525,140.0193785375028,9.378898292044443,29.529179586663545,0
490.01,14.034045236031206,7.178854625615795,31.506436428137818,4.393163645002257,61.65385732324942,1
490.03,4.417035334490022,10.758808717579196,44.77719972425291,7.406110697775125,32.713052643217274,1
490.04,2.4706795112174307,34.57738911790422,118.37498117942695,21.80380943144724,53.87022522876607,1
492.01,2.0,2023538022987080.0,29.536684079191573,29.91102325777404,59.82204651554808,1
496.01,8.756902082433445,4.2002140340603376,32.78864251261734,1.616883098880856,14.15888697564121,0
497.01,3.87239263803681,13.667490138103734,34.97716104357954,13.193122112053231,51.08894893943559,1
499.01,2.06070432915692,9.2990313126294,14.40387441797182,9.668571283709635,19.924066701102728,0
500.01,26.063050222184955,7.748925867653297,68.63030631872635,7.05348060006785,183.8352191207757,1
500.02,20.38125410962998,9.193910356085212,101.55160133912102,9.521634548015353,194.06285326213276,1
500.03,20.21066661589139,13.263941042247367,66.81747527266907,3.0721663821842093,62.09053053887423,1
500.04,106.90819348469893,22.36750413762172,161.24976009066927,4.645367394468991,496.6278362154026,1
504.01,2.2066084314470187,16.83863591107319,12.489217785197823,40.60671636454716,89.6031227033874,0
505.01,2.159921607055365,12.027357680863132,47.26250596779556,13.767106187112065,29.735870120168943,1
